Name,Review,OverAll,Food,Service,Ambience,Date
JessicaT,"Well, we bought into the hype and it was a disappointing choice for our family of 3. The pink decor was a nice touch but al furniture was shoddy looking and it was cold next to the windows. The food was fair at best - for the price of a brunch would have expected more.  Maybe good night spot but during the day for brunch would not recommend.",2,1,3,3,"Dined on January 7, 2024"
OpenTable Diner,"From the second we stepped up to the door and the bouncer turned us away rudely to when the server took only two of the four drink orders are our table, the whole experience was terrible. This place is made for Instagram influencers and no one else. Not a single employee had a smile on their face. So disappointed having been to other restaurants owned but my this group.",2,3,1,3,"Dined on January 6, 2024"
GaryN,"Expecting a birthday celebration for my friend, so I selected the occasion as Birthday but turns out nothing came out",2,3,4,2,"Dined on January 4, 2024"
OpenTable Diner,"Beautiful decor , yummy cocktails.  Great photo ops.  Fun place.",5,4,5,5,"Dined on January 4, 2024"
OpenTable Diner,jus ew. i love pink but it wasn’t worth that HELL!!!,1,1,2,1,"Dined on January 4, 2024"
AshleyB,Great spot with great service! Loved the music! Good was fantastic!,5,5,5,5,"Dined on January 3, 2024"
OpenTable Diner,"Ordered one dish, and it was cold, un-eatable. The drinks were too syrupy, we really only enjoyed the Photo Booth, but even that was a little disappointing given that it was tiny.",2,1,3,3,"Dined on January 2, 2024"
ShirleyP,I expected more from what’ I’ve seen on videos. But it was okay good. Waitress wasn’t talkative or anything. Just felt like we weren’t even there to her.,3,3,2,2,"Dined on January 1, 2024"
FabrizioB,"High prices but cocktails are good. We didn't get any food so I cannot judge it. Atmosphere was fantastic, and people seemed all to enjoy it.",4,3,5,5,"Dined on December 31, 2023"
GingerC,"I was totally rushed. 3pm reservation (15 min grace period) I was there at 3pm exactly and had to wait 15 mins because the hostess walked away then returned 15 mins later. I told her I was there at 3 but she said she was helping somebody else. Then they were rushing me telling me they are about to stop serving food. Then on top of that I went to use the bathroom with my 2 yr old son then I returned from the bathroom. They threw all his food away, after he only had 1 bite of the chicken fingers. There was a whole order that I wanted to take home because I knew he would not finish it. Also, they charged me for TAP seltzer water, if I were being charged I would have preferred the bottle, not tap water. Maybe good for a quick photo op because of the christmas tree, but service not so great.",3,3,2,3,"Dined on December 31, 2023"
OpenTable Diner,In all honesty for the first time there and I took my girlfriend as a surprise she felt so in love with it and everything about it,5,5,5,5,"Dined on December 30, 2023"
LeahF,"The drinks at magic hour is really good and strong. However, the food was not very impressive",4,3,4,5,"Dined on December 30, 2023"
IdaS,We came for my niece’s 21st birthday and it was a total experience for her! Truly enjoyed the atmosphere! TOP TIER,5,5,5,5,"Dined on December 30, 2023"
ADC111,"The ambiance and vibe was outstanding! Surrounded by pink the illumination offered great photos, views, and people-watching. The food arrived promptly and the drinks were fantastic.",5,5,4,5,"Dined on December 30, 2023"
YoramR,Super fun and super cute! Decor is amazing*  Didn't have that many food choices,4,3,4,5,"Dined on December 29, 2023"
OpenTable Diner,Vodka soda and the Moira Rose cocktail was delicious!,5,5,3,5,"Dined on December 27, 2023"
AngelaP,"The vibes at Magic Hour was everything. The food, drinks, music it was all great.",5,5,5,5,"Dined on December 27, 2023"
GenesisR,So dope ! The best spot to just chill & relax plus the decorations are beautiful 😻 definitely recommend.,5,5,5,5,"Dined on December 26, 2023"
OpenTable Diner,Great service amazing food and yes the Big AF croissant is BIG 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸,5,5,5,5,"Dined on December 25, 2023"
StephanieP,Food and service was good. The entire bathroom area and surroundings had the absolute worst smell like sewage. Much less crowded than last year at the same time.,4,4,4,3,"Dined on December 24, 2023"
OpenTable Diner,We had our Christmas Eve brunch here and really enjoyed it!,5,5,5,5,"Dined on December 24, 2023"
OpenTable Diner,It’s not a holiday bar as advertised on social media. There were very few people and servers did not come around after taking first drink order. The calamari was overcooked and not many food choices.,2,1,2,1,"Dined on December 24, 2023"
OpenTable Diner,This place isn’t really worth the hype (especially not for brunch) unless you’re seated at an actual table. If not they seat you at these lounge chairs where you’re basically hunched over trying to eat your steak and eggs. The drinks are good and music is good. I rated  the service low because when I asked if I could wait to be seated at the table (which I specifically reserved for in advanced) I was told they were none available as I watched people exit and enter the premises. They also took my number down and said they would call me and never did.  This place is 50/50. Go early! Or maybe don’t bother going at all unless they can confirm you can have a real table. To the right of the rooftop.,2,2,2,5,"Dined on December 24, 2023"
OpenTable Diner,It was not what i expected. Cute - but not something i would do twice,3,2,5,3,"Dined on December 23, 2023"
SilviaF,Pre Christmas celebration brunch! Some of the food wasn’t warm by time it reached our table. The big croissant was a little harder than I would have liked.  Overall I would recommend. It was fun.,5,3,3,4,"Dined on December 23, 2023"
DawnR,Very cute if you want IG photos but that is where it stops. Food and service not great.,3,1,3,5,"Dined on December 23, 2023"
TeePee,"Waited too long for my first drink. When I asked about it I was told they didn’t have all that was needed to Ma it. If that was the case then dont make me wait, tell me so I can order something different. Another instance that was not great was when our waitress did a last call at 1:20am, but the bar closed at 2 pm so we had at least until 1:45am, when the other servers went around to close checks.",5,5,3,5,"Dined on December 22, 2023"
AnnaB,"The ambience is wonderful. Other places with similar decor take cover, but not Magic hour! Magnificent service, great food. Easy to get in. WeI’ll be back",5,5,5,5,"Dined on December 22, 2023"
Cat03lover,Breathtaking views of Manhattan.  Beautiful rooftop. Festive and magical decorations for the holiday.  Delicious food and cocktails.  Very friendly staff.,5,5,5,5,"Dined on December 21, 2023"
JamieG,"We arrived a few minutes after our reservation time, we were told our table was not ready and that we would be contacted once it was.  We went to wait at the bar as suggested.  While at the bar we could see there were quite a few tables where our party could fit comfortably, however we were not seated until after 50 minutes of waiting.  Note, we were never contacted via text regarding our table and had to ask the staff more than 3 times when our table would be ready.  At this point we were dealing with at least 3 different individuals, there seemed to be a lot of confused over a table when, as stated there were quite a few opened / available.

When we finally were seated 1 of the individuals said she was going to comp us for our 1st round of drinks.  When we ordered food, it took forever and people who were seated / ordered long after us received their food prior to us. The food was meh, DJ was all over the place having a great time by himself not tending to the crowd.  The service was an abomination, horrible, had to ask for napkins twice, never received utensils when our food came and when we asked for them, staff appeared confused on why we would need them???  I guess we were supposed to serve and eat with our hands, without napkins!   This was such a disaster Christmas office event that the Magic Hour staff ended up comping us for almost our entire bill.  So, in the end the sit down - food & drinks were a lower price than the initial drinks at the bar.

While we appreciate the staff comping us, the Magic Hour really needs to do better.  This is NYC if the atmosphere is what they want to focus on then they should get rid of the food and the rude, unskilled staff.  The seating staff and the waiters were literally going around like chickens with their heads cut off and rudely trying to rush us out at the end, taking our drinks before we even finished and preparing the table for the next guests.",2,2,1,2,"Dined on December 20, 2023"
